InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,CustomerName,Email,Address,PhoneNumber,Category,Supplier,StockLevel,Discount,SaleChannel,ReturnStatus,ProductWeight,ProductDimensions,ShippingCost,SalesRegion,PromotionCode,PaymentMethod,FrequentCustomer,FrequentCountry,FrequentEmail,FrequentPhone
536489,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,12/01/2010 10:59,2.55,14997,Germany,Jane Taylor,jane.taylor@test.org,883 Elm St,555-990-8206,Home & Garden,Supplier A,410,15.94,In-Store,Not Returned,3.3,31x24x99 cm,5.27,Australia,PROMO10,Cash,Jane Taylor,Denmark,jane.taylor@example.com,555-387-5873
536406,22751,SET 7 BABUSHKA NESTING BOXES,2,12/01/2010 09:36,7.65,14997,Denmark,Jane Taylor,jane.taylor@example.com,256 Oak St,555-387-5873,Toys,Supplier B,648,34.16,Online,Not Returned,1.25,9x48x72 cm,5.6,Europe,PROMO10,Bank Transfer,Jane Taylor,Denmark,jane.taylor@example.com,555-387-5873
536413,84406B,CREAM CUPID HEARTS COAT HANGER,8,12/01/2010 09:43,2.75,14997,Denmark,Jane Taylor,jane.taylor@mail.com,256 Oak St,555-906-8486,Home & Garden,Supplier A,229,29.0,Online,Returned,0.24,25x13x82 cm,7.94,Europe,SALE15,Credit Card,Jane Taylor,Denmark,jane.taylor@example.com,555-387-5873
536445,22960,JAM MAKING SET WITH JARS,6,12/01/2010 10:15,4.25,14997,Germany,Jane Taylor,jane.taylor@example.com,390 Broadway,555-826-5223,Home & Garden,Supplier A,113,1.06,In-Store,Not Returned,6.46,21x80x85 cm,5.15,Europe,PROMO10,Credit Card,Jane Taylor,Denmark,jane.taylor@example.com,555-387-5873
536386,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,8,12/01/2010 09:16,3.75,15166,United Kingdom,Jane Williams,jane.williams@mail.com,390 Broadway,555-451-5612,Toys,Supplier B,877,37.91,Online,Returned,5.17,40x11x36 cm,6.02,Europe,DISCOUNT5,Credit Card,Jane Williams,United Kingdom,jane.williams@mail.com,555-451-5612
536381,22752,SET 7 BABUSHKA NESTING BOXES,2,12/01/2010 09:11,7.65,18643,United Kingdom,Jane Wilson,jane.wilson@test.org,815 Maple St,555-777-8099,Toys,Supplier B,403,26.22,In-Store,Returned,1.25,9x48x72 cm,5.6,South America,PROMO10,Bank Transfer,Jane Wilson,United Kingdom,jane.wilson@test.org,555-160-5805
536513,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,12/01/2010 11:23,2.55,18643,Denmark,Jane Wilson,jane.wilson@test.org,390 Broadway,555-395-8679,Home & Garden,Supplier A,137,2.89,Online,Returned,3.3,31x24x99 cm,5.27,Australia,PROMO10,Cash,Jane Wilson,United Kingdom,jane.wilson@test.org,555-160-5805
536741,22622,BOX OF VINTAGE ALPHABET BLOCKS,2,12/01/2010 15:11,9.95,18643,United Kingdom,Jane Wilson,jane.wilson@mail.com,450 Ash St,555-160-5805,Toys,Supplier B,43,8.82,In-Store,Not Returned,9.37,20x5x37 cm,8.56,Asia,SALE15,Cash,Jane Wilson,United Kingdom,jane.wilson@test.org,555-160-5805
536690,71053,WHITE METAL LANTERN,6,12/01/2010 14:20,3.39,13252,United Kingdom,John Brown,john.brown@mail.com,815 Maple St,555-988-4117,Home & Garden,Supplier A,751,6.97,In-Store,Returned,6.36,77x81x40 cm,5.11,South America,DISCOUNT5,PayPal,John Brown,United Kingdom,john.brown@mail.com,555-988-4117
536452,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,12/01/2010 10:22,2.55,16409,Denmark,John Davis,john.davis@example.com,815 Maple St,555-111-5585,Home & Garden,Supplier A,821,30.93,Online,Not Returned,3.3,31x24x99 cm,5.27,Asia,PROMO10,Gift Card,John Davis,Denmark,john.davis@example.com,555-111-5585
536479,22623,BOX OF VINTAGE JIGSAW BLOCKS,3,12/01/2010 10:49,4.95,16409,United Kingdom,John Davis,john.davis@example.com,390 Broadway,555-820-5167,Toys,Supplier B,93,1.83,Online,Returned,7.74,93x22x68 cm,7.71,North America,SALE15,Cash,John Davis,Denmark,john.davis@example.com,555-111-5585
536455,21914,BLUE HARMONICA IN BOX,12,12/01/2010 10:25,1.25,11364,United Kingdom,John Johnson,john.johnson@demo.net,883 Elm St,555-857-7212,Toys,Supplier B,848,33.18,In-Store,Not Returned,5.08,92x41x64 cm,5.38,South America,DISCOUNT5,Gift Card,John Johnson,Germany,john.johnson@demo.net,555-120-7446
536642,21754,HOME BUILDING BLOCK WORD,3,12/01/2010 13:32,5.95,11364,Germany,John Johnson,john.johnson@demo.net,594 Market St,555-588-9044,Home & Garden,Supplier A,830,27.1,In-Store,Not Returned,3.02,57x67x88 cm,7.51,Asia,SALE15,Gift Card,John Johnson,Germany,john.johnson@demo.net,555-120-7446
536535,22745,POPPYS PLAYHOUSE BEDROOM,6,12/01/2010 11:45,2.1,11364,Denmark,John Johnson,john.johnson@mail.com,921 Cedar St,555-232-1556,Toys,Supplier B,898,2.1,In-Store,Not Returned,7.58,5x12x90 cm,6.43,Asia,DISCOUNT5,PayPal,John Johnson,Germany,john.johnson@demo.net,555-120-7446
536695,22139,RETROSPOT TEA SET CERAMIC 11 PC,-6,12/01/2010 14:25,6.95,11364,United Kingdom,John Johnson,john.johnson@demo.net,547 Main St,555-683-9586,Home & Garden,Supplier A,308,30.34,In-Store,Not Returned,5.44,4x93x86 cm,6.56,Europe,SALE15,Cash,John Johnson,Germany,john.johnson@demo.net,555-120-7446
536719,22139,RETROSPOT TEA SET CERAMIC 11 PC,6,12/01/2010 14:49,6.95,11364,Denmark,John Johnson,john.johnson@mail.com,594 Market St,555-908-8867,Home & Garden,Supplier A,254,46.86,Online,Not Returned,5.44,4x93x86 cm,6.56,North America,SALE15,PayPal,John Johnson,Germany,john.johnson@demo.net,555-120-7446
536676,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,8,12/01/2010 14:06,3.75,11364,Germany,John Johnson,john.johnson@example.com,547 Main St,555-777-8099,Toys,Supplier B,859,46.12,Online,Returned,5.17,40x11x36 cm,6.02,Australia,DISCOUNT5,Gift Card,John Johnson,Germany,john.johnson@demo.net,555-120-7446
536682,21755,LOVE BUILDING BLOCK WORD,3,12/01/2010 14:12,5.95,11364,Germany,John Johnson,john.johnson@demo.net,450 Ash St,555-988-4117,Home & Garden,Supplier A,223,46.26,Online,Not Returned,8.46,70x88x33 cm,5.09,Europe,PROMO10,Gift Card,John Johnson,Germany,john.johnson@demo.net,555-120-7446
536417,21730,GLASS STAR FROSTED TLIGHT HOLDER,6,12/01/2010 09:47,4.25,11364,Germany,John Johnson,john.johnson@example.com,256 Oak St,555-120-7446,Home & Garden,Supplier A,137,34.61,Online,Not Returned,1.83,47x68x76 cm,6.44,North America,SALE15,PayPal,John Johnson,Germany,john.johnson@demo.net,555-120-7446
536592,21914,BLUE HARMONICA IN BOX,12,12/01/2010 12:42,1.25,11364,Germany,John Johnson,john.johnson@test.org,390 Broadway,555-782-8115,Toys,Supplier B,759,42.46,Online,Returned,5.08,92x41x64 cm,5.38,South America,DISCOUNT5,PayPal,John Johnson,Germany,john.johnson@demo.net,555-120-7446
536416,22752,SET 7 BABUSHKA NESTING BOXES,2,12/01/2010 09:46,7.65,14444,United Kingdom,John Jones,john.jones@demo.net,253 High St,555-403-9125,Toys,Supplier B,195,10.26,In-Store,Returned,1.25,9x48x72 cm,5.6,Australia,PROMO10,Gift Card,John Jones,United Kingdom,john.jones@demo.net,555-139-7183
536414,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,12/01/2010 09:44,3.39,14444,United Kingdom,John Jones,john.jones@demo.net,594 Market St,555-425-6352,Beauty,Supplier D,946,28.24,In-Store,Returned,5.6,5x3x53 cm,5.72,North America,PROMO10,Credit Card,John Jones,United Kingdom,john.jones@demo.net,555-139-7183
536516,21914,BLUE HARMONICA IN BOX,12,12/01/2010 11:26,1.25,14444,Germany,John Jones,john.jones@test.org,883 Elm St,555-139-7183,Toys,Supplier B,953,0.55,In-Store,Returned,5.08,92x41x64 cm,5.38,Australia,DISCOUNT5,Cash,John Jones,United Kingdom,john.jones@demo.net,555-139-7183
536450,21724,RED HARMONICA IN BOX,10,12/01/2010 10:20,1.25,14444,United Kingdom,John Jones,john.jones@example.com,253 High St,555-784-3969,Toys,Supplier B,752,24.92,In-Store,Returned,9.06,2x88x72 cm,5.35,North America,PROMO10,Bank Transfer,John Jones,United Kingdom,john.jones@demo.net,555-139-7183
536539,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,6,12/01/2010 11:49,4.25,17470,United Kingdom,John Miller,john.miller@test.org,253 High St,555-438-6895,Home & Garden,Supplier A,450,22.61,In-Store,Returned,3.18,17x1x89 cm,7.14,Australia,DISCOUNT5,Credit Card,John Miller,Denmark,john.miller@mail.com,555-246-4124
536669,22752,SET 7 BABUSHKA NESTING BOXES,2,12/01/2010 13:59,7.65,17470,Germany,John Miller,john.miller@mail.com,883 Elm St,555-441-3074,Toys,Supplier B,261,17.73,In-Store,Returned,1.25,9x48x72 cm,5.6,North America,PROMO10,Bank Transfer,John Miller,Denmark,john.miller@mail.com,555-246-4124
536735,22745,POPPYS PLAYHOUSE BEDROOM,6,12/01/2010 15:05,2.1,17470,Denmark,John Miller,john.miller@test.org,450 Ash St,555-631-1804,Toys,Supplier B,828,43.87,Online,Not Returned,7.58,5x12x90 cm,6.43,Europe,DISCOUNT5,PayPal,John Miller,Denmark,john.miller@mail.com,555-246-4124
536470,21730,GLASS STAR FROSTED TLIGHT HOLDER,6,12/01/2010 10:40,4.25,17470,Denmark,John Miller,john.miller@mail.com,815 Maple St,555-246-4124,Home & Garden,Supplier A,948,1.11,Online,Returned,1.83,47x68x76 cm,6.44,Australia,SALE15,Credit Card,John Miller,Denmark,john.miller@mail.com,555-246-4124
536468,84029E,RED WOOLLY HOTTIE WHITE HEART,6,12/01/2010 10:38,3.39,17470,United Kingdom,John Miller,john.miller@mail.com,450 Ash St,555-674-6704,Beauty,Supplier D,639,12.97,Online,Not Returned,6.41,5x33x65 cm,5.87,North America,DISCOUNT5,Credit Card,John Miller,Denmark,john.miller@mail.com,555-246-4124
536518,22960,JAM MAKING SET WITH JARS,6,12/01/2010 11:28,4.25,18264,Germany,John Moore,john.moore@demo.net,883 Elm St,555-999-1021,Home & Garden,Supplier A,952,3.76,In-Store,Not Returned,6.46,21x80x85 cm,5.15,South America,PROMO10,Gift Card,John Moore,Germany,john.moore@demo.net,555-221-4041
536551,21723,STRIPED CHARLIE+LOLA CHARLOTTE BAG,20,12/01/2010 12:01,2.95,18264,Denmark,John Moore,john.moore@mail.com,921 Cedar St,555-728-9041,Clothing,Supplier C,522,35.41,Online,Returned,1.31,45x17x26 cm,6.22,Australia,PROMO10,Gift Card,John Moore,Germany,john.moore@demo.net,555-221-4041
536664,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,12/01/2010 13:54,2.55,18264,United Kingdom,John Moore,john.moore@demo.net,390 Broadway,555-423-2040,Home & Garden,Supplier A,107,19.86,In-Store,Returned,3.3,31x24x99 cm,5.27,Australia,PROMO10,Credit Card,John Moore,Germany,john.moore@demo.net,555-221-4041
536624,21723,STRIPED CHARLIE+LOLA CHARLOTTE BAG,20,12/01/2010 13:14,2.95,18264,Germany,John Moore,john.moore@example.com,390 Broadway,555-803-1686,Clothing,Supplier C,806,8.58,Online,Not Returned,1.31,45x17x26 cm,6.22,North America,PROMO10,Credit Card,John Moore,Germany,john.moore@demo.net,555-221-4041
536419,22632,HAND WARMER RED POLKA DOT,6,12/01/2010 09:49,1.85,18264,United Kingdom,John Moore,john.moore@test.org,253 High St,555-221-4041,Clothing,Supplier C,761,29.03,Online,Returned,3.91,20x86x92 cm,5.5,South America,DISCOUNT5,Cash,John Moore,Germany,john.moore@demo.net,555-221-4041
536594,22960,JAM MAKING SET WITH JARS,6,12/01/2010 12:44,4.25,14559,Germany,John Smith,john.smith@demo.net,709 Pine St,555-218-5491,Home & Garden,Supplier A,363,12.89,Online,Returned,6.46,21x80x85 cm,5.15,Australia,PROMO10,Bank Transfer,John Smith,Denmark,john.smith@mail.com,555-163-4788
536459,22112,CHOCOLATE HOT WATER BOTTLE,10,12/01/2010 10:29,3.39,14559,Denmark,John Smith,john.smith@mail.com,450 Ash St,555-163-4788,Beauty,Supplier D,13,0.89,Online,Not Returned,0.4,1x3x77 cm,14.16,North America,DISCOUNT5,Credit Card,John Smith,Denmark,john.smith@mail.com,555-163-4788
536710,22111,SCANDINAVIAN REDS RIBBONS,10,12/01/2010 14:40,1.65,14559,United Kingdom,John Smith,john.smith@mail.com,450 Ash St,555-500-6913,Home & Garden,Supplier A,48,10.25,In-Store,Not Returned,8.79,58x31x23 cm,5.62,South America,SALE15,Gift Card,John Smith,Denmark,john.smith@mail.com,555-163-4788
536706,22960,JAM MAKING SET WITH JARS,6,12/01/2010 14:36,4.25,16043,Germany,John Williams,john.williams@demo.net,450 Ash St,555-712-5090,Home & Garden,Supplier A,750,31.67,In-Store,Not Returned,6.46,21x80x85 cm,5.15,Australia,PROMO10,Bank Transfer,John Williams,Germany,john.williams@demo.net,555-116-1329
536476,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,8,12/01/2010 10:46,3.75,16043,Germany,John Williams,john.williams@example.com,256 Oak St,555-116-1329,Toys,Supplier B,350,43.65,Online,Returned,5.17,40x11x36 cm,6.02,Asia,DISCOUNT5,Bank Transfer,John Williams,Germany,john.williams@demo.net,555-116-1329
536616,21914,BLUE HARMONICA IN BOX,12,12/01/2010 13:06,1.25,16043,United Kingdom,John Williams,john.williams@demo.net,547 Main St,555-785-4633,Toys,Supplier B,774,17.35,Online,Not Returned,5.08,92x41x64 cm,5.38,Australia,DISCOUNT5,Bank Transfer,John Williams,Germany,john.williams@demo.net,555-116-1329
536437,71053,WHITE METAL LANTERN,6,12/01/2010 10:07,3.39,16043,United Kingdom,John Williams,john.williams@mail.com,921 Cedar St,555-341-9032,Home & Garden,Supplier A,850,46.61,In-Store,Not Returned,6.36,77x81x40 cm,5.11,Australia,DISCOUNT5,Gift Card,John Williams,Germany,john.williams@demo.net,555-116-1329
536718,22960,JAM MAKING SET WITH JARS,6,12/01/2010 14:48,4.25,16043,Germany,John Williams,john.williams@example.com,921 Cedar St,555-723-4452,Home & Garden,Supplier A,282,29.84,Online,Not Returned,6.46,21x80x85 cm,5.15,North America,PROMO10,Credit Card,John Williams,Germany,john.williams@demo.net,555-116-1329
536447,22112,CHOCOLATE HOT WATER BOTTLE,10,12/01/2010 10:17,3.39,16043,Denmark,John Williams,john.williams@mail.com,547 Main St,555-832-3356,Beauty,Supplier D,911,47.24,Online,Not Returned,0.4,1x3x77 cm,14.16,Europe,DISCOUNT5,Gift Card,John Williams,Germany,john.williams@demo.net,555-116-1329
536581,21754,HOME BUILDING BLOCK WORD,3,12/01/2010 12:31,5.95,12780,United Kingdom,John Wilson,john.wilson@mail.com,450 Ash St,555-693-2000,Home & Garden,Supplier A,8,1.33,In-Store,Returned,3.02,57x67x88 cm,7.51,Asia,SALE15,Gift Card,John Wilson,United Kingdom,john.wilson@example.com,555-518-8312
536509,22634,BAKING SET 9 PIECE RETROSPOT,6,12/01/2010 11:19,4.95,12780,United Kingdom,John Wilson,john.wilson@test.org,253 High St,555-896-7262,Home & Garden,Supplier A,900,49.84,In-Store,Not Returned,5.73,39x46x29 cm,5.46,North America,PROMO10,Credit Card,John Wilson,United Kingdom,john.wilson@example.com,555-518-8312
536389,22748,POPPYS PLAYHOUSE KITCHEN,6,12/01/2010 09:19,2.1,12780,Denmark,John Wilson,john.wilson@example.com,253 High St,555-518-8312,Toys,Supplier B,749,36.17,Online,Not Returned,5.13,62x94x95 cm,5.9,Australia,PROMO10,Bank Transfer,John Wilson,United Kingdom,john.wilson@example.com,555-518-8312
